친절|17.57893036595222
너무|13.303307705451475
병원|12.519824956309478
정말|9.702411777612786
진료|9.674552373861836
선생님|8.621898073792334
강아지|8.43362566507685
동물|8.3948479104412
원장님|8.050348788030368
다른|6.781556812581357
우리|6.216721019829866
고양이|6.185527113306685
의사|5.57211657673093
좋아요|5.341803292152867
항상|5.080336539409026
많이|4.838223163706513
모두|4.6436955792573125
치료|4.560881758600838
저희|4.377286367880928
여기|4.309868199533311
있는|3.906284493318464
설명|3.7906800575884754
매우|3.783606887391383
수술|3.5117515208179637
좋은|3.486458098377248
아이|3.43922406530336
수의사|3.3433739821907897
있어|2.987053380641675
진짜|2.774188720813171
하는|2.6185017655351532
미용|2.5415238805535507
아주|2.481357501152212
다니고|2.4645860615918784
과잉|2.444633123888893
믿고|2.3433202678859457
해주|2.3198194652455997
사랑|2.293042555141586
추천|2.118242986868569
간호사|2.1154597531700663
꼼꼼하게|2.107683126455888
그리고|1.9976123510841877
엄청|1.9681878026414186
해서|1.9496678848712525
가격도|1.9302707642544297
반려|1.9035830594540806
감사|1.8632903685205577
바로|1.852553873609954
있습니다.|1.8491455986209866
검사|1.8472990366134607
제가|1.8118655777193888
봐주|1.81032163968022
전문|1.768268356899564
24시|1.7638815903316414
실력|1.7629221501144499
없고|1.7594209298298455
방문|1.7297871095452422
조금|1.693233419069216
냥이|1.6907947604432016
진심으로|1.6615870921594977
가는|1.6587514020318799
모든|1.652087739114367
갔는데|1.6374048483737527
근데|1.6255191427254165
마음|1.5999198355485067
그냥|1.5806273035111893
저렴|1.5796881284069015
자세히|1.5588071966110006
좋습니다|1.5553819702245666
무엇보다|1.547267735114704
잘해|1.5154516614494122
계속|1.484947240335993
그래서|1.4698045073068688
아파서|1.4463003476100003
to|1.4309185591149736
대한|1.4233084897069053
함께|1.3956170729859911
합니다.|1.390704693487557
애기|1.3880619607034252
상태|1.3812916888824724
여러|1.3741445358809061
정확한|1.370626025192574
가장|1.3569779354493345
특히|1.3433080090431364
시설|1.3168165433815258
하고|1.313892868950163
일단|1.313410728900534
저는|1.2936168900735843
좋으|1.2778500959131662
집에서|1.2734812910527773
하지만|1.2659929960585155
아닌|1.2614684790997326
동네|1.2468769925891054
않고|1.2454017404112316
생각|1.2436298840411961
없어|1.2434392090000776
자주|1.2340886415365953
지금|1.2318104125958205
급하게|1.230639216322254
^^|1.206865545692108
합리적인|1.1964622985557156
다들|1.1964474015931712
깨끗|1.1935403768819954
직원|1.1891040544550657
받고|1.1819221310848431
했는데|1.1814185897635636
입니다|1.1803766385149665
별로|1.178055145727705
대해|1.1725532336389315
있고|1.1675006710462053
:)|1.1636293796641048
세심하게|1.1595955370605502
없는|1.1554756552127827
최고|1.1550837770993927
처음|1.1362237061280913
다만|1.1317828760482664
곳입니다.|1.1274141194968026
비싸|1.1225750777506325
중성화|1.1224873852195363
제일|1.1200528330530108
이렇게|1.1158380825862875
분들|1.1095949460373968
같아|1.1082798189331822
그렇게|1.1050944554266442
이곳|1.0924942973604512
